N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+464,-0.15654160,2,-0.15654160,-76.16259249,3.667635e-05,16.8520,15.9270,15.927
2mer-0+325,-0.01904943,1,-0.00952472,-76.17211721,3.666761e-05,17.0940,15.9280,15.928
2mer-0+428,0.17996414,2,0.17996414,-75.99215306,3.603354e-05,17.7230,16.0210,16.021
2mer-0+445,-0.15628575,1,-0.07814288,-76.07029594,3.598403e-05,16.5660,16.0290,16.029
2mer-0+377,-0.12686728,2,-0.12686728,-76.19716322,3.592063e-05,18.0800,16.0380,16.038
2mer-0+317,0.16755516,2,0.16755516,-76.02960806,3.571749e-05,17.7650,16.0680,16.068
2mer-0+464,-0.17000254,1,-0.08500127,-76.11460933,3.563899e-05,16.8140,16.0800,16.080
2mer-0+573,-0.08985442,2,-0.08985442,-76.20446376,3.545706e-05,18.2650,16.1080,16.108
2mer-0+539,-0.11762387,2,-0.11762387,-76.32208762,3.537628e-05,18.1460,16.1200,16.120
2mer-0+553,0.24372943,1,0.12186471,-76.20022291,3.520712e-05,19.7600,16.1460,16.146
2mer-0+320,-0.15444083,2,-0.15444083,-76.35466373,3.518015e-05,17.5800,16.1500,16.150
2mer-0+626,-0.15364052,1,-0.07682026,-76.43148399,3.495248e-05,18.7920,16.1850,16.185
2mer-0+391,-0.11419823,1,-0.05709911,-76.48858311,3.482113e-05,18.5570,16.2050,16.205
2mer-0+373,0.17051180,2,0.17051180,-76.31807131,3.474844e-05,17.0170,16.2160,16.216
2mer-0+442,-0.10598398,2,-0.10598398,-76.42405529,3.465185e-05,18.4170,16.2320,16.232
2mer-0+460,0.21627643,1,0.10813822,-76.31591707,3.447194e-05,19.7530,16.2600,16.260
2mer-0+483,0.05321472,2,0.05321472,-76.26270235,3.419780e-05,18.6480,16.3030,16.303
2mer-0+419,-0.13957444,2,-0.13957444,-76.40227679,3.417362e-05,18.5090,16.3070,16.307
2mer-0+261,-0.13317481,2,-0.13317481,-76.53545160,3.398672e-05,18.1630,16.3370,16.337
2mer-0+562,0.05607470,1,0.02803735,-76.50741425,3.379521e-05,18.6590,16.3680,16.368
2mer-0+410,0.17223040,1,0.08611520,-76.42129905,3.373944e-05,18.1320,16.3770,16.377
2mer-0+592,-0.09732375,1,-0.04866187,-76.46996093,3.345030e-05,17.2630,16.4240,16.424
2mer-0+340,0.08984863,2,0.08984863,-76.38011229,3.338229e-05,18.6250,16.4350,16.435
2mer-0+405,0.14510016,2,0.14510016,-76.23501213,3.332906e-05,18.1050,16.4430,16.443
2mer-0+380,0.14391989,2,0.14391989,-76.09109224,3.303618e-05,18.1490,16.4920,16.492
2mer-0+405,-0.26635326,2,-0.26635326,-76.35744549,3.291716e-05,19.4860,16.5120,16.512
2mer-0+365,-0.10895190,2,-0.10895190,-76.46639739,3.275564e-05,18.7050,16.5390,16.539
2mer-0+458,-0.26939512,2,-0.26939512,-76.73579251,3.261266e-05,19.4660,16.5630,16.563
2mer-0+420,-0.22661556,2,-0.22661556,-76.96240806,3.256193e-05,19.3880,16.5720,16.572
2mer-0+322,-0.10197422,2,-0.10197422,-77.06438228,3.237478e-05,18.6250,16.6030,16.603
2mer-0+653,-0.14000186,1,-0.07000093,-77.13438321,3.235067e-05,18.9800,16.6080,16.608
2mer-0+509,0.21886370,1,0.10943185,-77.02495136,3.221849e-05,20.2320,16.6300,16.630
2mer-0+603,-0.14196447,1,-0.07098224,-77.09593359,3.218725e-05,18.3000,16.6360,16.636
2mer-0+313,0.06565804,2,0.06565804,-77.03027555,3.200769e-05,19.1350,16.6670,16.667
2mer-0+462,0.16836139,1,0.08418069,-76.94609486,3.194019e-05,19.9250,16.6780,16.678
2mer-0+338,-0.07959920,2,-0.07959920,-77.02569405,3.176261e-05,19.5590,16.7090,16.709
2mer-0+570,-0.12873285,1,-0.06436642,-77.09006048,3.175399e-05,18.4720,16.7110,16.711
2mer-0+363,0.14546093,2,0.14546093,-76.94459955,3.158989e-05,19.1770,16.7400,16.740
2mer-0+262,-0.12337113,2,-0.12337113,-77.06797068,3.158239e-05,18.0380,16.7410,16.741
2mer-0+450,-0.15931125,1,-0.07965563,-77.14762630,3.155217e-05,18.0750,16.7470,16.747
2mer-0+636,0.11351245,2,0.11351245,-77.03411386,3.146807e-05,18.8150,16.7610,16.761
2mer-0+412,0.03936821,1,0.01968411,-77.01442975,3.137298e-05,19.1420,16.7780,16.778
2mer-0+409,-0.12562378,1,-0.06281189,-77.07724164,3.131805e-05,17.8170,16.7880,16.788
2mer-0+362,0.15865365,2,0.15865365,-76.91858799,3.131760e-05,17.6520,16.7880,16.788
2mer-0+433,-0.18046626,2,-0.18046626,-77.09905425,3.120015e-05,18.0050,16.8090,16.809
2mer-0+348,0.06623303,1,0.03311651,-77.06593773,3.101322e-05,19.4570,16.8430,16.843
2mer-0+505,-0.08733953,2,-0.08733953,-77.15327726,3.096287e-05,18.9540,16.8520,16.852
2mer-0+369,-0.03710420,1,-0.01855210,-77.17182936,3.066544e-05,19.9870,16.9060,16.906
2mer-0+388,-0.19181359,1,-0.09590679,-77.26773615,3.055721e-05,17.2100,16.9260,16.926
2mer-0+275,-0.07683586,2,-0.07683586,-77.34457201,3.042054e-05,18.9960,16.9520,16.952
2mer-0+427,-0.10460567,2,-0.10460567,-77.44917768,3.031049e-05,18.6240,16.9720,16.972
2mer-0+487,0.04760270,1,0.02380135,-77.42537633,3.029886e-05,19.6830,16.9740,16.974
2mer-0+490,0.11141376,2,0.11141376,-77.31396257,3.021703e-05,18.1650,16.9900,16.990
2mer-0+397,-0.14443556,2,-0.14443556,-77.45839813,2.984002e-05,19.3880,17.0610,17.061
2mer-0+425,0.17385531,2,0.17385531,-77.28454282,2.982869e-05,17.3710,17.0630,17.063
2mer-0+386,0.12736878,2,0.12736878,-77.15717404,2.958121e-05,18.0210,17.1100,17.110
2mer-0+378,0.05908144,2,0.05908144,-77.09809260,2.957346e-05,19.1350,17.1120,17.112
2mer-0+488,0.05867064,2,0.05867064,-77.03942196,2.951030e-05,19.6470,17.1240,17.124
2mer-0+569,-0.09821882,1,-0.04910941,-77.08853138,2.933847e-05,19.7140,17.1580,17.158
2mer-0+587,0.26538677,1,0.13269339,-76.95583799,2.913593e-05,19.4110,17.1970,17.197
2mer-0+603,0.23414819,1,0.11707410,-76.83876389,2.909984e-05,19.2500,17.2040,17.204
2mer-0+531,-0.24993155,2,-0.24993155,-77.08869544,2.900409e-05,20.2360,17.2230,17.223
2mer-0+371,0.17187934,2,0.17187934,-76.91681611,2.890502e-05,18.0390,17.2430,17.243
2mer-0+532,-0.09678626,2,-0.09678626,-77.01360237,2.888671e-05,19.4660,17.2470,17.247
2mer-0+657,-0.08853728,1,-0.04426864,-77.05787101,2.884963e-05,18.9620,17.2540,17.254
2mer-0+468,0.14669707,2,0.14669707,-76.91117394,2.863469e-05,18.4170,17.2970,17.297
2mer-0+503,0.13906426,2,0.13906426,-76.77210968,2.860937e-05,18.9210,17.3020,17.302
2mer-0+291,0.11069396,2,0.11069396,-76.66141572,2.854771e-05,18.1030,17.3150,17.315
2mer-0+512,-0.13002667,1,-0.06501333,-76.72642905,2.851624e-05,18.1210,17.3210,17.321
2mer-0+655,-0.11360336,1,-0.05680168,-76.78323073,2.849668e-05,19.6130,17.3250,17.325
2mer-0+386,-0.12494002,2,-0.12494002,-76.90817075,2.847224e-05,18.9440,17.3300,17.330
2mer-0+424,-0.10052843,2,-0.10052843,-77.00869918,2.842583e-05,19.4860,17.3390,17.339
2mer-0+453,-0.05909153,2,-0.05909153,-77.06779071,2.834592e-05,19.1090,17.3560,17.356
2mer-0+547,0.14571073,2,0.14571073,-76.92207999,2.819554e-05,18.5870,17.3860,17.386
2mer-0+489,-0.14875425,2,-0.14875425,-77.07083424,2.815451e-05,19.9520,17.3950,17.395
2mer-0+552,0.18478240,1,0.09239120,-76.97844304,2.810355e-05,19.3120,17.4050,17.405
2mer-0+601,0.05001106,1,0.02500553,-76.95343751,2.801776e-05,19.8450,17.4230,17.423
2mer-0+506,-0.13636005,2,-0.13636005,-77.08979756,2.799841e-05,18.4520,17.4270,17.427
2mer-0+470,-0.07290876,2,-0.07290876,-77.16270632,2.791448e-05,19.5870,17.4440,17.444
2mer-0+508,0.16356909,1,0.08178455,-77.08092177,2.789216e-05,20.5980,17.4490,17.449
2mer-0+469,0.00829540,2,0.00829540,-77.07262638,2.786659e-05,19.5250,17.4540,17.454
2mer-0+428,0.07488918,1,0.03744459,-77.03518178,2.779195e-05,18.9550,17.4700,17.470
2mer-0+668,0.28392381,1,0.14196190,-76.89321988,2.774088e-05,19.7790,17.4810,17.481
2mer-0+531,0.10108855,2,0.10108855,-76.79213133,2.754182e-05,19.0910,17.5230,17.523
2mer-0+492,-0.15434679,2,-0.15434679,-76.94647812,2.748408e-05,19.9520,17.5350,17.535
2mer-0+704,-0.12395200,1,-0.06197600,-77.00845411,2.739550e-05,20.2260,17.5540,17.554
2mer-0+501,0.09345020,2,0.09345020,-76.91500391,2.733964e-05,19.1300,17.5660,17.566
2mer-0+392,-0.01405647,2,-0.01405647,-76.92906039,2.716340e-05,19.3720,17.6040,17.604
2mer-0+444,0.11189262,2,0.11189262,-76.81716777,2.700347e-05,19.3720,17.6380,17.638
2mer-0+533,0.09378333,2,0.09378333,-76.72338443,2.692089e-05,19.2140,17.6570,17.657
2mer-0+601,0.19514928,1,0.09757464,-76.62580979,2.690290e-05,19.7070,17.6600,17.660
2mer-0+381,-0.13420608,1,-0.06710304,-76.69291283,2.681142e-05,20.0500,17.6800,17.680
2mer-0+662,-0.05943933,2,-0.05943933,-76.75235216,2.670073e-05,19.7530,17.7050,17.705
2mer-0+476,-0.04747581,2,-0.04747581,-76.79982797,2.666817e-05,19.7080,17.7120,17.712
2mer-0+916,-0.07680953,1,-0.03840477,-76.83823274,2.655706e-05,20.4600,17.7370,17.737
2mer-0+632,0.18310808,1,0.09155404,-76.74667870,2.653912e-05,21.3190,17.7410,17.741
2mer-0+530,0.23276742,1,0.11638371,-76.63029499,2.650375e-05,19.8540,17.7490,17.749
2mer-0+437,-0.08732149,2,-0.08732149,-76.71761648,2.640145e-05,19.9710,17.7720,17.772
2mer-0+677,-0.10460145,1,-0.05230072,-76.76991720,2.637346e-05,19.5940,17.7780,17.778
2mer-0+694,-0.14270001,1,-0.07135001,-76.84126721,2.624249e-05,18.1460,17.8070,17.807
2mer-0+542,0.09926331,1,0.04963166,-76.79163555,2.613842e-05,20.7310,17.8310,17.831
2mer-0+496,0.09790580,2,0.09790580,-76.69372975,2.583732e-05,20.5410,17.9000,17.900
2mer-0+466,-0.08404798,1,-0.04202399,-76.73575374,2.556676e-05,18.6830,17.9630,17.963
2mer-0+706,-0.05624263,2,-0.05624263,-76.79199637,2.549759e-05,20.0640,17.9790,17.979
2mer-0+470,-0.11661503,1,-0.05830752,-76.85030389,2.549137e-05,19.3410,17.9810,17.981
2mer-0+488,0.08812644,2,0.08812644,-76.76217745,2.535849e-05,20.7250,18.0120,18.012
2mer-0+725,0.01290573,1,0.00645286,-76.75572459,2.528606e-05,20.0090,18.0290,18.029
2mer-0+394,-0.03234041,2,-0.03234041,-76.78806500,2.518193e-05,19.7010,18.0540,18.054
2mer-0+701,0.05708554,1,0.02854277,-76.75952223,2.508259e-05,20.3880,18.0780,18.078
2mer-0+516,0.10495735,2,0.10495735,-76.65456488,2.502679e-05,20.6320,18.0910,18.091
2mer-0+586,-0.12346116,2,-0.12346116,-76.77802604,2.499780e-05,19.9380,18.0980,18.098
2mer-0+577,0.11514971,2,0.11514971,-76.66287633,2.499057e-05,19.5290,18.1000,18.100
2mer-0+803,-0.02110626,1,-0.01055313,-76.67342945,2.489359e-05,20.6320,18.1230,18.123
2mer-0+479,0.11253363,1,0.05626681,-76.61716264,2.483012e-05,19.9010,18.1390,18.139
2mer-0+673,0.12703657,2,0.12703657,-76.49012607,2.476279e-05,19.3270,18.1550,18.155
2mer-0+683,-0.04343868,2,-0.04343868,-76.53356475,2.475745e-05,20.0950,18.1570,18.157
2mer-0+625,-0.06909612,2,-0.06909612,-76.60266086,2.469303e-05,20.2910,18.1720,18.172
2mer-0+384,-0.07109968,2,-0.07109968,-76.67376054,2.467257e-05,20.2350,18.1770,18.177
2mer-0+702,-0.11517231,1,-0.05758616,-76.73134670,2.450709e-05,20.1660,18.2180,18.218
2mer-0+610,-0.12842784,1,-0.06421392,-76.79556062,2.447950e-05,19.7400,18.2250,18.225
2mer-0+828,0.07737192,2,0.07737192,-76.71818869,2.441551e-05,20.7860,18.2410,18.241
2mer-0+585,-0.19549870,2,-0.19549870,-76.91368739,2.433023e-05,21.0690,18.2620,18.262
2mer-0+457,-0.01613737,1,-0.00806869,-76.92175608,2.428786e-05,19.4150,18.2730,18.273
2mer-0+744,0.16057459,1,0.08028730,-76.84146879,2.427355e-05,21.6980,18.2760,18.276
2mer-0+732,-0.04405549,2,-0.04405549,-76.88552428,2.416927e-05,20.2580,18.3030,18.303
2mer-0+519,0.10655815,2,0.10655815,-76.77896612,2.414519e-05,20.9830,18.3090,18.309
2mer-0+600,-0.04880855,2,-0.04880855,-76.82777467,2.409390e-05,20.1620,18.3220,18.322
2mer-0+485,-0.10120637,1,-0.05060318,-76.87837786,2.409049e-05,19.7510,18.3230,18.323
2mer-0+643,0.10966154,1,0.05483077,-76.82354709,2.407298e-05,20.0330,18.3270,18.327
2mer-0+473,-0.04472203,2,-0.04472203,-76.86826911,2.403789e-05,20.2360,18.3360,18.336
2mer-0+641,-0.11970628,1,-0.05985314,-76.92812225,2.396719e-05,19.5980,18.3540,18.354
2mer-0+589,-0.09254471,1,-0.04627236,-76.97439461,2.395434e-05,19.7280,18.3570,18.357
2mer-0+594,-0.00445889,2,-0.00445889,-76.97885350,2.381299e-05,20.3690,18.3930,18.393
2mer-0+699,0.02464855,1,0.01232428,-76.96652922,2.374120e-05,20.5160,18.4120,18.412
2mer-0+461,0.07239481,2,0.07239481,-76.89413442,2.371808e-05,19.9160,18.4180,18.418
2mer-0+762,0.07364769,1,0.03682385,-76.85731057,2.357543e-05,20.8910,18.4550,18.455
2mer-0+747,0.24812343,1,0.12406172,-76.73324885,2.349215e-05,20.7750,18.4770,18.477
2mer-0+567,0.09821046,2,0.09821046,-76.63503840,2.339179e-05,20.9830,18.5030,18.503
2mer-0+557,0.17003479,2,0.17003479,-76.46500361,2.321590e-05,22.0040,18.5500,18.550
2mer-0+616,-0.14486615,1,-0.07243308,-76.53743669,2.320288e-05,19.0650,18.5530,18.553
2mer-0+589,0.09302183,2,0.09302183,-76.44441485,2.308937e-05,20.9060,18.5840,18.584
2mer-0+664,-0.19731173,2,-0.19731173,-76.64172658,2.296255e-05,21.5690,18.6180,18.618
2mer-0+648,-0.02250630,2,-0.02250630,-76.66423288,2.292787e-05,20.5500,18.6270,18.627
2mer-0+683,-0.02868755,2,-0.02868755,-76.69292044,2.288541e-05,20.5180,18.6390,18.639
2mer-0+534,0.02441560,2,0.02441560,-76.66850483,2.287874e-05,21.3960,18.6400,18.640
2mer-0+487,-0.06376514,2,-0.06376514,-76.73226997,2.287748e-05,21.3890,18.6410,18.641
2mer-0+688,0.16695372,2,0.16695372,-76.56531625,2.275840e-05,22.1080,18.6730,18.673
2mer-0+434,0.09217202,2,0.09217202,-76.47314424,2.266969e-05,19.8910,18.6980,18.698
2mer-0+632,-0.13240958,2,-0.13240958,-76.60555381,2.264408e-05,21.1240,18.7050,18.705
2mer-0+495,-0.05450814,1,-0.02725407,-76.63280789,2.261122e-05,21.6200,18.7140,18.714
2mer-0+554,-0.04556022,2,-0.04556022,-76.67836811,2.257215e-05,20.8330,18.7240,18.724
2mer-0+740,0.03270287,1,0.01635144,-76.66201667,2.238742e-05,21.1980,18.7760,18.776
2mer-0+808,-0.01540036,1,-0.00770018,-76.66971685,2.238254e-05,20.5240,18.7770,18.777
2mer-0+402,-0.13007243,2,-0.13007243,-76.79978929,2.226392e-05,19.8240,18.8110,18.811
2mer-0+544,0.11004228,1,0.05502114,-76.74476815,2.224666e-05,20.6380,18.8150,18.815
2mer-0+793,0.01175964,1,0.00587982,-76.73888833,2.224006e-05,20.4270,18.8170,18.817
2mer-0+541,0.07297486,2,0.07297486,-76.66591347,2.220785e-05,21.5200,18.8260,18.826
2mer-0+558,0.07156121,2,0.07156121,-76.59435225,2.220627e-05,21.2010,18.8270,18.827
2mer-0+549,-0.10696085,2,-0.10696085,-76.70131310,2.217402e-05,20.3430,18.8360,18.836
2mer-0+633,-0.01262287,1,-0.00631143,-76.70762454,2.216731e-05,20.8030,18.8380,18.838
2mer-0+471,0.10230048,2,0.10230048,-76.60532405,2.203062e-05,20.4850,18.8770,18.877
2mer-0+623,-0.07197229,2,-0.07197229,-76.67729634,2.201310e-05,21.1240,18.8820,18.882
2mer-0+842,0.01424196,2,0.01424196,-76.66305438,2.195609e-05,21.4660,18.8980,18.898
2mer-0+814,-0.03811464,2,-0.03811464,-76.70116902,2.178397e-05,20.9980,18.9480,18.948
2mer-0+634,0.19103604,1,0.09551802,-76.60565100,2.169260e-05,21.0650,18.9740,18.974
2mer-0+932,-0.05726455,1,-0.02863227,-76.63428328,2.162375e-05,21.7840,18.9940,18.994
2mer-0+505,-0.09926613,1,-0.04963307,-76.68391635,2.154679e-05,19.7180,19.0170,19.017
2mer-0+513,-0.07764607,2,-0.07764607,-76.76156242,2.147267e-05,21.1720,19.0390,19.039
2mer-0+624,0.02390266,2,0.02390266,-76.73765976,2.135718e-05,21.9270,19.0730,19.073
2mer-0+581,-0.03392973,2,-0.03392973,-76.77158949,2.127288e-05,20.9770,19.0980,19.098
2mer-0+739,0.14633969,2,0.14633969,-76.62524980,2.120843e-05,22.4840,19.1180,19.118
2mer-0+602,-0.11729450,1,-0.05864725,-76.68389705,2.118088e-05,19.5130,19.1260,19.126
2mer-0+618,-0.01661550,2,-0.01661550,-76.70051254,2.115812e-05,21.0230,19.1330,19.133
2mer-0+526,0.00412206,1,0.00206103,-76.69845151,2.114349e-05,21.3100,19.1370,19.137
2mer-0+656,-0.02557528,2,-0.02557528,-76.72402679,2.097625e-05,21.0690,19.1880,19.188
2mer-0+639,0.06628743,2,0.06628743,-76.65773936,2.091833e-05,21.1950,19.2050,19.205
2mer-0+582,0.00246802,2,0.00246802,-76.65527134,2.090376e-05,21.3600,19.2100,19.210
2mer-0+709,0.09729036,2,0.09729036,-76.55798099,2.089647e-05,21.9280,19.2120,19.212
2mer-0+575,0.04128470,2,0.04128470,-76.51669629,2.086421e-05,21.2010,19.2220,19.222
2mer-0+523,-0.09218191,1,-0.04609096,-76.56278724,2.084188e-05,21.3330,19.2290,19.229
2mer-0+619,-0.10257821,2,-0.10257821,-76.66536545,2.066811e-05,20.2310,19.2830,19.283
2mer-0+749,-0.01816201,2,-0.01816201,-76.68352746,2.066701e-05,21.0570,19.2830,19.283
2mer-0+727,0.04370860,2,0.04370860,-76.63981887,2.059396e-05,20.7390,19.3060,19.306
2mer-0+890,-0.03822339,1,-0.01911170,-76.65893056,2.058721e-05,21.2410,19.3080,19.308
2mer-0+588,0.11578379,2,0.11578379,-76.54314678,2.055219e-05,20.1620,19.3190,19.319
2mer-0+563,-0.07965796,1,-0.03982898,-76.58297575,2.047868e-05,20.7860,19.3420,19.342
2mer-0+477,-0.06099015,1,-0.03049508,-76.61347083,2.046339e-05,20.1780,19.3470,19.347
2mer-0+815,0.03127420,1,0.01563710,-76.59783373,2.041604e-05,20.9580,19.3620,19.362
2mer-0+592,0.04686997,2,0.04686997,-76.55096375,2.029337e-05,20.8540,19.4010,19.401
2mer-0+595,-0.11020558,1,-0.05510279,-76.60606654,2.029120e-05,20.4940,19.4010,19.401
2mer-0+914,0.06840784,2,0.06840784,-76.53765870,2.027967e-05,21.7470,19.4050,19.405
2mer-0+754,-0.00864763,1,-0.00432381,-76.54198251,2.022947e-05,21.2620,19.4210,19.421
2mer-0+452,0.01694987,2,0.01694987,-76.52503264,2.013948e-05,21.8580,19.4500,19.450
2mer-0+665,0.11722583,2,0.11722583,-76.40780681,2.013151e-05,20.2910,19.4530,19.453
2mer-0+823,0.13416741,1,0.06708371,-76.34072310,2.009297e-05,22.9270,19.4650,19.465
2mer-0+730,0.13901379,2,0.13901379,-76.20170931,2.006247e-05,22.7890,19.4750,19.475
2mer-0+1004,-0.09351028,1,-0.04675514,-76.24846445,1.997979e-05,22.1590,19.5020,19.502
2mer-0+913,0.07045593,1,0.03522796,-76.21323649,1.997672e-05,21.9820,19.5030,19.503
2mer-0+645,0.03972826,1,0.01986413,-76.19337236,1.994478e-05,22.1030,19.5130,19.513
2mer-0+541,0.07436597,1,0.03718299,-76.15618937,1.985178e-05,21.1450,19.5430,19.543
2mer-0+792,-0.09490315,1,-0.04745157,-76.20364095,1.980916e-05,20.3710,19.5570,19.557
2mer-0+576,0.09596248,2,0.09596248,-76.10767847,1.977986e-05,21.8420,19.5670,19.567
2mer-0+583,-0.06764703,2,-0.06764703,-76.17532550,1.968491e-05,21.7660,19.5990,19.599
2mer-0+936,-0.07921474,1,-0.03960737,-76.21493287,1.949001e-05,21.4070,19.6640,19.664
2mer-0+686,0.07335028,2,0.07335028,-76.14158259,1.948817e-05,20.7010,19.6640,19.664
2mer-0+950,0.10662738,1,0.05331369,-76.08826890,1.946381e-05,22.6670,19.6720,19.672
2mer-0+862,-0.09582336,1,-0.04791168,-76.13618058,1.941969e-05,20.8070,19.6870,19.687
2mer-0+977,0.06153113,2,0.06153113,-76.07464945,1.936116e-05,22.2370,19.7070,19.707
2mer-0+628,-0.09558673,2,-0.09558673,-76.17023618,1.934045e-05,21.0610,19.7140,19.714
2mer-0+698,0.07582428,2,0.07582428,-76.09441191,1.928506e-05,21.7820,19.7330,19.733
2mer-0+736,-0.00160041,2,-0.00160041,-76.09601232,1.927865e-05,22.1310,19.7350,19.735
2mer-0+811,-0.10305113,1,-0.05152556,-76.14753789,1.926743e-05,21.3220,19.7390,19.739
2mer-0+685,0.08963790,2,0.08963790,-76.05789999,1.921727e-05,22.0150,19.7560,19.756
2mer-0+915,0.07278087,2,0.07278087,-75.98511912,1.918703e-05,21.8480,19.7670,19.767
2mer-0+996,-0.08804305,1,-0.04402153,-76.02914064,1.918444e-05,22.0210,19.7670,19.767
2mer-0+578,0.06236730,1,0.03118365,-75.99795699,1.910518e-05,21.3390,19.7950,19.795
2mer-0+806,-0.17017784,2,-0.17017784,-76.16813484,1.906966e-05,22.6320,19.8070,19.807
2mer-0+666,-0.11727624,2,-0.11727624,-76.28541107,1.902827e-05,20.9830,19.8210,19.821
2mer-0+896,0.01613721,1,0.00806860,-76.27734247,1.900582e-05,21.9190,19.8290,19.829
2mer-0+888,0.13692467,1,0.06846234,-76.20888013,1.899571e-05,21.9280,19.8330,19.833
2mer-0+871,0.16197991,1,0.08098996,-76.12789018,1.894932e-05,22.0470,19.8490,19.849
2mer-0+551,0.08023601,1,0.04011801,-76.08777217,1.894270e-05,21.4980,19.8510,19.851
2mer-0+749,-0.01890089,2,-0.01890089,-76.10667306,1.889081e-05,21.7110,19.8690,19.869
2mer-0+804,0.04381452,1,0.02190726,-76.08476580,1.889066e-05,21.3460,19.8690,19.869
2mer-0+727,0.11188356,2,0.11188356,-75.97288224,1.877448e-05,20.9050,19.9100,19.910
2mer-0+761,-0.00109706,2,-0.00109706,-75.97397930,1.868104e-05,21.5690,19.9430,19.943
2mer-0+594,-0.07288781,2,-0.07288781,-76.04686710,1.858599e-05,21.5540,19.9770,19.977
2mer-0+808,-0.16369626,2,-0.16369626,-76.21056336,1.855530e-05,22.7650,19.9880,19.988
2mer-0+718,0.00670297,2,0.00670297,-76.20386039,1.841841e-05,22.5260,20.0380,20.038
2mer-0+778,-0.11857711,2,-0.11857711,-76.32243749,1.838673e-05,22.7430,20.0490,20.049
2mer-0+765,-0.09740680,1,-0.04870340,-76.37114090,1.831960e-05,22.2700,20.0740,20.074
2mer-0+765,0.09882069,2,0.09882069,-76.27232020,1.830501e-05,21.5290,20.0790,20.079
2mer-0+789,0.18694953,1,0.09347476,-76.17884544,1.830389e-05,22.3150,20.0800,20.080
2mer-0+667,0.11878076,2,0.11878076,-76.06006468,1.827489e-05,20.2350,20.0900,20.090
2mer-0+641,-0.12081739,1,-0.06040870,-76.12047337,1.826775e-05,20.3590,20.0930,20.093
2mer-0+991,0.07585828,2,0.07585828,-76.04461509,1.822965e-05,22.0700,20.1070,20.107
2mer-0+680,-0.10432057,1,-0.05216029,-76.09677538,1.822299e-05,21.3130,20.1090,20.109
2mer-0+704,0.01521240,2,0.01521240,-76.08156298,1.810902e-05,23.0160,20.1510,20.151
2mer-0+698,0.03166073,2,0.03166073,-76.04990225,1.808896e-05,21.5360,20.1590,20.159
2mer-0+653,-0.07454355,1,-0.03727177,-76.08717403,1.801021e-05,21.7220,20.1880,20.188
2mer-0+823,-0.08135328,2,-0.08135328,-76.16852731,1.800705e-05,21.4440,20.1890,20.189
2mer-0+970,-0.08288137,1,-0.04144069,-76.20996799,1.794964e-05,21.8260,20.2110,20.211
2mer-0+719,0.02175225,2,0.02175225,-76.18821574,1.788665e-05,22.8480,20.2340,20.234
2mer-0+802,0.05769413,2,0.05769413,-76.13052160,1.782266e-05,22.8630,20.2590,20.259
2mer-0+675,-0.15121260,2,-0.15121260,-76.28173420,1.777905e-05,23.0690,20.2750,20.275
2mer-0+497,-0.00695981,2,-0.00695981,-76.28869402,1.771769e-05,21.7970,20.2990,20.299
2mer-0+836,0.10803132,2,0.10803132,-76.18066270,1.766540e-05,23.5140,20.3190,20.319
2mer-0+773,-0.09305904,2,-0.09305904,-76.27372174,1.764604e-05,22.8620,20.3260,20.326
2mer-0+640,0.09805567,2,0.09805567,-76.17566607,1.761194e-05,21.1550,20.3390,20.339
2mer-0+807,-0.09978618,2,-0.09978618,-76.27545225,1.751837e-05,21.8740,20.3750,20.375
2mer-0+770,0.03339130,1,0.01669565,-76.25875660,1.749149e-05,21.7840,20.3860,20.386
2mer-0+1006,-0.01734482,2,-0.01734482,-76.27610142,1.748664e-05,22.4780,20.3880,20.388
2mer-0+696,0.08029097,2,0.08029097,-76.19581045,1.742988e-05,22.5260,20.4100,20.410
2mer-0+854,-0.12484091,2,-0.12484091,-76.32065136,1.741552e-05,23.1920,20.4150,20.415
2mer-0+981,-0.07959820,1,-0.03979910,-76.36045046,1.735767e-05,21.2470,20.4380,20.438
2mer-0+711,-0.09761484,2,-0.09761484,-76.45806531,1.732530e-05,22.8120,20.4510,20.451
2mer-0+922,0.03710516,1,0.01855258,-76.43951273,1.732176e-05,22.0740,20.4520,20.452
2mer-0+785,-0.10668810,1,-0.05334405,-76.49285678,1.732133e-05,20.6490,20.4520,20.452
2mer-0+757,-0.12826152,2,-0.12826152,-76.62111830,1.729853e-05,23.1260,20.4610,20.461
2mer-0+974,0.09350496,1,0.04675248,-76.57436582,1.729760e-05,22.3970,20.4620,20.462
2mer-0+1062,-0.04949050,1,-0.02474525,-76.59911107,1.727834e-05,22.5190,20.4690,20.469
2mer-0+768,-0.09491114,2,-0.09491114,-76.69402221,1.725760e-05,21.3680,20.4770,20.477
2mer-0+705,0.10907058,2,0.10907058,-76.58495163,1.724870e-05,21.2630,20.4810,20.481
2mer-0+787,-0.00588808,2,-0.00588808,-76.59083971,1.724201e-05,22.7780,20.4840,20.484
2mer-0+925,0.01941780,1,0.00970890,-76.58113081,1.723609e-05,22.7350,20.4860,20.486
2mer-0+761,0.15955224,1,0.07977612,-76.50135469,1.717898e-05,22.7440,20.5090,20.509
