distance,nmer_name,Uind_md,Udf,Unb,Ues,Uind_sapt,ind20_fit,dhf_fit,time_per_system
17.04,2mer-0+323,-4.971363917807915e-05,1.7525585711471947e-05,0.008647466212251636,0.008647466212251636,-0.00010801,-4.971363917807915e-05,5.82078339700624e-07,0.1544460172106506
17.131,2mer-0+332,-0.0001167013622252307,5.070632869850032e-05,-0.02812282404574171,-0.02812282404574171,-0.00013844,-0.0001167013622252307,7.006597404359014e-07,0.1544460172106506
17.164,2mer-0+301,-3.575721442835159e-05,1.735590127104859e-05,0.007774045011458953,0.007774045011458953,-7.805e-05,-3.575721442835159e-05,2.6449752149780856e-06,0.1544460172106506
17.201,2mer-0+278,-0.00010755630560491239,5.393758180333448e-05,-0.02504643350947963,-0.02504643350947963,-0.00013138,-0.00010755630560491239,6.217376042180927e-07,0.1544460172106506
17.218,2mer-0+373,-0.00011576956347664198,5.157944549294948e-05,-0.0291071024081123,-0.0291071024081123,-0.000137,-0.00011576956347664198,1.7775141706903678e-07,0.1544460172106506
17.286,2mer-0+361,-2.625055953254661e-05,1.2773951820506182e-05,-0.006343411817339138,-0.006343411817339138,-6.811e-05,-2.625055953254661e-05,3.2131720978725734e-06,0.1544460172106506
17.295,2mer-0+374,-2.7709290927082926e-05,1.5592419825987443e-05,0.0059191106383240846,0.0059191106383240846,-6.895e-05,-2.7709290927082926e-05,3.595909591914546e-07,0.1544460172106506
17.33,2mer-0+415,-2.6126250163483404e-05,1.2495125202152209e-05,-0.011111297237039004,-0.011111297237039004,-6.422e-05,-2.6126250163483404e-05,2.6240282529599344e-07,0.1544460172106506
17.345,2mer-0+362,-2.7362265134580767e-05,1.374296395178305e-05,-0.0032169598666980806,-0.0032169598666980806,-6.798e-05,-2.7362265134580767e-05,1.0269881989311916e-06,0.1544460172106506
17.346,2mer-0+399,-3.9960209968190096e-05,2.0050632556517145e-05,-0.01916011856188184,-0.01916011856188184,-7.175e-05,-3.9960209968190096e-05,2.0937372754685545e-07,0.1544460172106506
17.381,2mer-0+455,-7.183180016044563e-05,3.458796037390515e-05,-0.010057787166211044,-0.010057787166211044,-9.559e-05,-7.183180016044563e-05,1.77315700434017e-06,0.1544460172106506
17.409,2mer-0+410,-2.3053543592896358e-05,1.2847220940845367e-05,-0.012598133360563823,-0.012598133360563823,-5.943e-05,-2.3053543592896358e-05,7.065468290414361e-07,0.1544460172106506
17.47,2mer-0+305,-3.9723489319593015e-05,1.743378641708191e-05,0.0059580835603794575,0.0059580835603794575,-7.882e-05,-3.9723489319593015e-05,2.2060274597633803e-06,0.1544460172106506
17.496,2mer-0+383,-3.5989961872225014e-05,1.9347990668847455e-05,-0.019658138439497472,-0.019658138439497472,-7.337e-05,-3.5989961872225014e-05,1.3661307707510378e-06,0.1544460172106506
17.539,2mer-0+322,-3.214715586881152e-05,1.626632550961277e-05,0.005220794586984529,0.005220794586984529,-7.945e-05,-3.214715586881152e-05,2.621630964212358e-06,0.1544460172106506
17.546,2mer-0+353,-4.103359344622346e-05,2.047730069370165e-05,0.0009939375645651588,0.0009939375645651588,-8.671e-05,-4.103359344622346e-05,1.3619777925306758e-06,0.1544460172106506
17.612,2mer-0+358,-5.4819557107660756e-05,2.6161351398357023e-05,-0.02042159291235987,-0.02042159291235987,-9.538e-05,-5.4819557107660756e-05,2.6501729332786454e-07,0.1544460172106506
17.633,2mer-0+371,-4.82654394090261e-05,2.1759409819873474e-05,0.00020382412502799126,0.00020382412502799126,-8.912e-05,-4.82654394090261e-05,2.218428188092925e-07,0.1544460172106506
17.646,2mer-0+369,-2.4069738329819988e-05,1.2038317803770036e-05,0.002731150377910567,0.002731150377910567,-6.219e-05,-2.4069738329819988e-05,2.1543719090916127e-06,0.1544460172106506
17.701,2mer-0+453,-3.801985096244747e-05,1.9622866535563654e-05,-0.02273906432484598,-0.02273906432484598,-7.276e-05,-3.801985096244747e-05,6.365667413906639e-07,0.1544460172106506
17.702,2mer-0+299,-5.010167980629979e-05,1.865273623755215e-05,0.013351318724227963,0.013351318724227963,-9.911e-05,-5.010167980629979e-05,3.8267652877913213e-07,0.1544460172106506
17.777,2mer-0+352,-3.166602835254823e-05,1.639200196124541e-05,-0.003374237731116215,-0.003374237731116215,-7.511e-05,-3.166602835254823e-05,2.6759938462795574e-07,0.1544460172106506
17.785,2mer-0+324,-4.447610090692134e-05,1.6765399434594927e-05,0.013961894045640135,0.013961894045640135,-9.594e-05,-4.447610090692134e-05,2.142403422098706e-07,0.1544460172106506
17.846,2mer-0+411,-8.595632427251742e-05,3.506694080008615e-05,-0.020462371872527207,-0.020462371872527207,-0.00010569,-8.595632427251742e-05,1.3121944650457526e-07,0.1544460172106506
17.874,2mer-0+349,-8.191471771739866e-05,3.454130392791228e-05,-0.02120575098322719,-0.02120575098322719,-0.00010882,-8.191471771739866e-05,2.025631524314201e-06,0.1544460172106506
17.875,2mer-0+475,-2.713494814464035e-05,1.1284154690285511e-05,0.014357916428340367,0.014357916428340367,-5.966e-05,-2.713494814464035e-05,2.305136945550021e-06,0.1544460172106506
17.911,2mer-0+478,-2.9258334380024476e-05,1.2989982210154385e-05,-0.01747061601752644,-0.01747061601752644,-7.95e-05,-2.9258334380024476e-05,3.3888643553003386e-07,0.1544460172106506
17.935,2mer-0+393,-2.5618769531114054e-05,1.0174760800688336e-05,0.0018912998274645384,0.0018912998274645384,-8.08e-05,-2.5618769531114054e-05,4.488928417444807e-07,0.1544460172106506
17.971,2mer-0+449,-8.801765531676744e-05,3.705749632016927e-05,-0.021898739016447465,-0.021898739016447465,-0.00010561,-8.801765531676744e-05,6.507845125295463e-07,0.1544460172106506
18.011,2mer-0+422,-2.672137561594713e-05,1.1569085975450763e-05,-0.015562902083828349,-0.015562902083828349,-7.338e-05,-2.672137561594713e-05,6.175428020104194e-07,0.1544460172106506
18.079,2mer-0+416,-2.176116116919499e-05,1.1031598846497749e-05,-0.001248754443878652,-0.001248754443878652,-5.956e-05,-2.176116116919499e-05,1.5572112958202405e-06,0.1544460172106506
18.083,2mer-0+435,-2.2476038300432124e-05,1.1127945099564852e-05,0.013668631671605118,0.013668631671605118,-6.082e-05,-2.2476038300432124e-05,5.79983453031983e-07,0.1544460172106506
18.139,2mer-0+508,-7.946906567243042e-05,3.905641151096184e-05,-0.002649847284356303,-0.002649847284356303,-0.00010017,-7.946906567243042e-05,2.9159221247382775e-07,0.1544460172106506
18.172,2mer-0+421,-2.0013724174297432e-05,9.298170242968492e-06,-0.0089391169033527,-0.0089391169033527,-6.157e-05,-2.0013724174297432e-05,1.6750213680913462e-06,0.1544460172106506
18.246,2mer-0+466,-8.048258531905797e-05,3.646088115346917e-05,-0.023118229539898803,-0.023118229539898803,-0.00010575,-8.048258531905797e-05,3.478128448727967e-07,0.1544460172106506
18.263,2mer-0+372,-8.253384931209906e-05,3.754399032687943e-05,-0.024085959551427113,-0.024085959551427113,-0.0001095,-8.253384931209906e-05,3.315211209577437e-06,0.1544460172106506
18.291,2mer-0+469,-3.4364871901379944e-05,1.6270900576885355e-05,0.010593693021301332,0.010593693021301332,-7.54e-05,-3.4364871901379944e-05,3.269696212743392e-07,0.1544460172106506
18.307,2mer-0+470,-2.761338652448085e-05,1.21176560013991e-05,0.015773614388182856,0.015773614388182856,-7.42e-05,-2.761338652448085e-05,9.49231622046319e-07,0.1544460172106506
18.344,2mer-0+432,-6.023627754503822e-05,2.3842631268237166e-05,-0.014507396303359676,-0.014507396303359676,-8.527e-05,-6.023627754503822e-05,3.549854135412132e-07,0.1544460172106506
18.345,2mer-0+526,-3.0939366981013025e-05,1.1954740133410336e-05,0.008461466359052655,0.008461466359052655,-6.071e-05,-3.0939366981013025e-05,2.5117015264772627e-07,0.1544460172106506
18.345,2mer-0+405,-7.863397026138598e-05,3.635143592160784e-05,-0.024064067562197495,-0.024064067562197495,-0.00010732,-7.863397026138598e-05,3.2943569209340863e-07,0.1544460172106506
18.381,2mer-0+438,-2.7907096221442752e-05,9.878253896467282e-06,0.0036025522833188282,0.0036025522833188282,-8.405e-05,-2.7907096221442752e-05,2.243191589112804e-06,0.1544460172106506
18.396,2mer-0+401,-2.1166163552880525e-05,1.0622401331123078e-05,0.0034515373591689183,0.0034515373591689183,-6.201e-05,-2.1166163552880525e-05,3.8424914494390465e-07,0.1544460172106506
18.404,2mer-0+527,-3.520032631302267e-05,1.5566008299990896e-05,0.012393066957412224,0.012393066957412224,-7.4e-05,-3.520032631302267e-05,6.932758924678295e-07,0.1544460172106506
18.431,2mer-0+482,-2.447360092688758e-05,1.03703438870305e-05,0.011435001909389815,0.011435001909389815,-6.264e-05,-2.447360092688758e-05,5.679590745722244e-07,0.1544460172106506
